0,1,2,3
4.17022004702574,7.203244934421581,0.0011437481734488664,1.0
1.4675589081711304,0.923385947687978,1.862602113776709,0.0
3.9676747423066994,5.3881673400335695,4.191945144032948,2.0
1.4038693859523377,1.981014890848788,8.007445686755366,0.0
3.1342417815924284,6.923226156693141,8.763891522960384,1.0
0.8504421136977791,0.3905478323288236,1.698304195645689,0.0
5.331652849730171,6.9187711395047335,3.1551563100606295,1.0
1.3002857211827767,0.19366957870297075,6.788355329398909,0.0
6.997583600209312,1.0233442882782584,4.140559878195683,1.0
4.141792695269027,0.4995345894608716,5.358964059155116,2.0
5.148891120583086,9.445947559908133,5.865550405019929,1.0
1.3747470414623753,1.3927634725075855,8.073912887095238,0.0
1.6535419711693278,9.275085803960339,3.477658597455066,1.0
4.081368027612812,2.3702698024302773,9.033795205622537,0.0
5.270581022576093,8.859420993107745,3.5726976000249975,1.0
6.233601157918027,0.15821242846556283,9.294372337437613,2.0
9.973228504514806,1.7234050834532855,1.3713574962887776,2.0
6.9681816148990015,0.6600017272206249,7.554630526024663,2.0
9.230245355464833,7.115247586284718,1.242709619721647,0.0
0.2621098687771928,0.28306488020794607,2.462110676030459,0.0
5.388310643416529,5.528219786857659,8.420308923596057,2.0
5.6103021925571,0.1864728937294302,8.006326726806163,2.0
8.071051956187791,3.8786064406417173,8.635418545594288,1.0
5.562402339904189,1.3645522566068502,0.5991768951221166,1.0
7.129889803826766,5.597169820541424,0.12555980159115854,0.0
2.398477591475862,4.937697142687299,6.1995571838137975,0.0
4.8634511093703185,6.0632946165333035,5.688514370864813,1.0
2.649195576628094,0.6633483442844157,3.700841979141063,0.0
2.1017400991483957,7.527555537388139,0.6653648135411494,1.0
1.7395566668046436,1.2632951943963733,1.3507915804673132,2.0
0.21524805274197978,9.47970211217681,8.271154711707325,0.0
1.7619625557505525,3.3206357436683698,1.309968448109169,0.0
3.4473665268329343,9.401074823333671,5.8201417994708,1.0
0.5390927207375296,4.201936800011322,6.790688365654296,0.0
0.004020248913574331,9.767591490310597,3.7658031474577447,1.0
3.7792417932809985,0.7962607769825236,9.82817113730445,1.0
8.118586977205398,8.749616449558982,6.884132523859433,1.0
1.6097143681560877,4.668800227633064,3.45172051155215,0.0
5.925118687657967,3.1226983770191694,9.163055534683508,1.0
2.5711829378219617,1.108913007440292,1.9296273201911285,0.0
7.2858566797459625,2.081944384087915,2.480335583772307,2.0
1.0196725942579743,5.158570169685298,4.771409870497823,1.0
6.218062317404155,5.440101188139382,6.541373469707443,0.0
2.596983932983531,2.5706929882214666,6.323033174301278,0.0
7.965886780072875,4.461462320034572,7.827494147841719,1.0
3.0024833953390004,1.4300582825809938,9.013084363492737,0.0
9.747403708550822,6.366044000018972,9.939130246104789,2.0
5.264259339055213,1.354279030721699,3.5570517098388112,1.0
1.603951795196491,7.456371927074961,0.3039968992878883,2.0
1.8863680095531088,4.419042807484233,5.8157740734429115,0.0
7.501724132979928,4.569753274356928,0.5692943841109499,1.0
0.2760601195450363,5.93432449464621,8.438404289311888,0.0
7.4985831072614335,5.111414782971282,5.409518049621886,1.0
2.670720196843658,0.81473964877262,4.2861882866378656,2.0
6.337867606119179,8.029632373737378,6.9680049612017845,1.0
0.7838689985494796,0.1833264291300729,0.6672499763935646,0.0
3.948504804606394,7.469384956075251,4.524048267464515,2.0
0.10364261335231939,5.38627282576347,0.030179566195963625,0.0
9.054020337027781,7.959669419422694,9.152743199147874,0.0
1.5773006987053328,1.8763167290243399,6.2249590229992116,2.0
9.899551783590736,7.1112245876581595,7.318004091422953,1.0
4.008737323711209,2.4985068022503674,1.7343017078712286,1.0
8.126105880328288,1.4679237341724316,2.642974827269007,2.0
2.9009685168742583,0.09348577966515781,5.767559349870908,0.0
5.172675985011298,9.164058530538977,4.26474788501396,2.0
0.8748220955359087,2.2730973628468876,3.1437661611405043,2.0
6.070941619724604,4.135864150011614,8.16351511827214,0.0
3.489875972207889,0.5696439948283272,2.2881367096037586,2.0
